         1748559 function calls (1652450 primitive calls) in 26.401 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:860(_request_autoscale_view)
      292    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\path.py:256(should_simplify)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:788(__init__)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:730(get_path_effects)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:979(join)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:207(_check_gridspec_exists)
      256    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:163(writable)
      177    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\markers.py:482(_set_nothing)
      219    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\multiarray.py:152(concatenate)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:656(__init__)
      175    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:1633(<lambda>)
       38    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_weakrefset.py:38(_remove)
      127    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\colors.py:307(_to_rgba_no_colorcycle)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:2003(getLogger)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:320(_getdefaults)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(swapaxes)
       78    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:343(get_children)
       10    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:833(limit_range_for_scale)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:238(set_locs)
       75    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genomic_distance.py:15(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\_distutils_hack\__init__.py:102(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:3851(set_boxstyle)
        5    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       40    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:1025(_init)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:1728(sanitize_sequence)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\random.py:94(__init__)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1040(get_hatch_linewidth)
      218    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\markers.py:299(get_fillstyle)
      228    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:763(rotation_point)
      160    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1006(set_snap)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1272(getLogger)
      106    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:933(set_dashes)
      292    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\path.py:244(simplify_threshold)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\path.py:730(unit_rectangle)
       73    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:329(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:2622(set_layout_engine)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:801(restore)
       18    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:1306(current_thread)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateFile}
       80    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:273(x1)
        2    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
       78    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:259(get_canvas_width_height)
      220    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:359(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\random.py:123(seed)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:1755(__call__)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1044(get_sketch_params)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:550(swapaxes)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:1057(__init_subclass__)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\ntpath.py:195(splitext)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:222(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
       32    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\context.py:249(get_start_method)
       16    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:105(current)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:741(__init__)
      355    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       64    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\util.py:48(debug)
       12    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:701(__len__)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:782(get_legend_handler)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:449(_getencoder)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1032(get_hatch_color)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:2877(<listcomp>)
      122    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:549(locator)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:705(isDefault_majloc)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:432(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:2415(mpl_connect)
       36    0.000    0.000    0.000    0.000 {method 'set' of 'ContextVar' objects}
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:721(isDefault_minloc)
       68    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\image.py:123(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:680(values)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\rcsetup.py:152(validate_axisbelow)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:772(_add_axes_internal)
      256    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3486(get_xbound)
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1077(<dictcomp>)
       78    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       12    0.000    0.000    0.000    0.000 {method 'GetOverlappedResult' of '_winapi.Overlapped' objects}
       58    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:254(get)
      150    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:3148(_ndim_dispatcher)
      175    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\stride_tricks.py:476(_broadcast_arrays_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:2853(replace)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:33(__init__)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:2107(_clip_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:258(_acquire_restore)
       19    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\ma\core.py:587(filled)
        2    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:835(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:304(set_antialiased)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(unravel_index)
      114    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2130(get_matrix)
       28    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:52(<lambda>)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:713(isDefault_majfmt)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:126(__init__)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1675(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3534(get_xlim)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.ConnectNamedPipe}
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:171(<setcomp>)
       34    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:3624(export)
        9    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:2746(axes)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:3895(set_mutation_scale)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\context.py:41(cpu_count)
      160    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:671(get_sketch_params)
       17    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:72(_check_methods)
       24    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:235(set_prop_cycle)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\ma\core.py:671(getdata)
        7    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:64(__setitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3737(get_ybound)
